term,variance,chi2,mutual_info,idf,avg_importance
lajar,0.06052019031426804,0.15516436034459122,0.1021247942540785,,0.10593644830431259
bisnis,0.144449331467434,0.15516436034459122,0.013036809815951598,,0.10421683387599229
akademik,0.3056668830129199,0.00456889936826891,0.0,,0.10341192746039628
lulus,0.05954908220447204,0.24224292367026085,0.0,,0.10059733529157762
lembaga,0.06052019031426804,0.23819051280087045,0.0,,0.09957023437171282
budaya,0.14250984630668084,0.15516436034459122,0.0,,0.09922473555042403
minimum,0.0512435523180588,0.15516436034459122,0.08854556336974517,,0.09831782534413173
ningkat,0.026184582146480687,0.2618133841858528,0.0,,0.09599932211077783
daya,0.13129930010091082,0.15516436034459122,0.0,,0.09548788681516734
mampu,0.05637027508247796,0.15516436034459122,0.07201730759638958,,0.09451731434115292
unggul,0.0,0.27110407262559516,0.0,,0.09036802420853172
dukung,0.11545716338272778,0.15516436034459122,0.0,,0.090207174575773
dunia,0.11545716338272778,0.15516436034459122,0.0,,0.090207174575773
rkunjung,0.011096258557255845,0.15516436034459122,0.10308494189236408,,0.08978185359807038
ekonom,0.11121663369716453,0.15516436034459122,0.0,,0.08879366468058525
rkembangan,0.01141286007141825,0.15516436034459122,0.09608958052770752,,0.08755560031457232
sekolah,0.011096258557255845,0.15516436034459122,0.09252331787121625,,0.08626131225768778
fib,0.10057839984335325,0.15516436034459122,0.0,,0.08524758672931482
fasilitas,0.10057839984335325,0.15516436034459122,0.0,,0.08524758672931482
rperila,0.011096258557255845,0.15516436034459122,0.08868272731807209,,0.08498111540663972
proses,0.01141286007141825,0.24240847378073316,0.0,,0.08460711128405046
rkembang,0.01141286007141825,0.24224292367026085,0.0,,0.08455192791389303
program,0.01141286007141825,0.2395938711027656,0.0,,0.08366891039139461
global,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
industr,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
harap,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
harapan,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
indeks,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
iii,0.0911100957728423,0.15516436034459122,0.0,,0.08209148537247785
informatika,0.08575067837443968,0.15516436034459122,0.0,,0.08030501290634363
ndidi,0.04983800110651203,0.18860159876480095,0.0,,0.07947986662377099
infrastruktur,0.081426609636061,0.15516436034459122,0.0,,0.0788636566602174
inovas,0.079372444395974,0.15516436034459122,0.0,,0.07817893491352174
universitas,0.0,0.0003000936290950993,0.2298244301461418,,0.07670817459174563
ntaat,0.026184582146480687,0.15516436034459122,0.04547608359519332,,0.07560834202875508
ips,0.06232176254506715,0.15516436034459122,0.0,,0.07249537429655278
komitmen,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
knik,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
komputer,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
kapasitas,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
kampus,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
istimewa,0.06152164555249521,0.15516436034459122,0.0,,0.07222866863236214
lingkung,0.06052019031426804,0.15516436034459122,0.0,,0.07189485021961975
maksimal,0.05954908220447204,0.15516436034459122,0.0,,0.07157114751635442
lulusan144,0.05954908220447204,0.15516436034459122,0.0,,0.07157114751635442
maju,0.05954908220447204,0.15516436034459122,0.0,,0.07157114751635442
tutorial,0.0,0.15516436034459122,0.055489051823034916,,0.07021780405587537
manusia,0.055103869025828346,0.15516436034459122,0.0,,0.07008940979013985
mbawa,0.05359417398402482,0.15516436034459122,0.0,,0.06958617810953868
njembatan,0.026184582146480687,0.15516436034459122,0.026410294777795718,,0.06925307908962254
misi,0.0512435523180588,0.15516436034459122,0.0,,0.06880263755421667
minat,0.0512435523180588,0.15516436034459122,0.0,,0.06880263755421667
milih,0.0512435523180588,0.15516436034459122,0.0,,0.06880263755421667
mgg,0.0512435523180588,0.15516436034459122,0.0,,0.06880263755421667
mbelajar,0.0512435523180588,0.15516436034459122,0.0,,0.06880263755421667
naga,0.04983800110651203,0.15516436034459122,0.0,,0.06833412048370108
muka,0.04983800110651203,0.15516436034459122,0.0,,0.06833412048370108
ngejar,0.04983800110651203,0.15516436034459122,0.0,,0.06833412048370108
ngambil,0.04983800110651203,0.15516436034459122,0.0,,0.06833412048370108
ndalam,0.04983800110651203,0.15516436034459122,0.0,,0.06833412048370108
nugas,0.026184582146480687,0.15516436034459122,0.020649408948078086,,0.06733278381305001
ump,0.0,0.15516436034459122,0.04547608359519332,,0.06688014797992818
rsih,0.011096258557255845,0.15516436034459122,0.030525213227593235,,0.0655952773764801
nghadir,0.028583559458146578,0.15516436034459122,0.0,,0.0612493066009126
nghadap,0.028583559458146578,0.15516436034459122,0.0,,0.0612493066009126
nghasil,0.026184582146480687,0.15516436034459122,0.0,,0.06044964749702397
nuntas,0.026184582146480687,0.15516436034459122,0.0,,0.06044964749702397
peruntu,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
perhati,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
padasemester,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
paket,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
pakai,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
nyata,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
penting,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
perkenan,0.012450338879365768,0.15516436034459122,0.0,,0.055871566407985664
respons,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
rancang,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
politik,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
porno,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
prestas,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
profesional,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
rkait,0.01141286007141825,0.15516436034459122,0.0,,0.05552574013866982
sat,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
sara,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
rpustaka,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
rtib,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
sejarah,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
seiring,0.011096258557255845,0.15516436034459122,0.0,,0.05542020630061569
smt,0.010718834796804966,0.15516436034459122,0.0,,0.0552943983804654
siswa,0.010718834796804966,0.15516436034459122,0.0,,0.0552943983804654
tingkat,0.0,0.15516436034459122,0.003161005536436452,,0.05277512196034256
upaya,0.0,0.15516436034459122,0.0,,0.05172145344819707
upt,0.0,0.15516436034459122,0.0,,0.05172145344819707
utama,0.0,0.15516436034459122,0.0,,0.05172145344819707
vis,0.0,0.15516436034459122,0.0,,0.05172145344819707
tinggal,0.0,0.15516436034459122,0.0,,0.05172145344819707
takar,0.0,0.15516436034459122,0.0,,0.05172145344819707
terampil,0.0,0.15516436034459122,0.0,,0.05172145344819707
tentu,0.0,0.15516436034459122,0.0,,0.05172145344819707
tatap,0.0,0.15516436034459122,0.0,,0.05172145344819707
tas,0.0,0.15516436034459122,0.0,,0.05172145344819707
sumber,0.0,0.15516436034459122,0.0,,0.05172145344819707
dian,0.13129930010091082,0.01399305539145639,0.0,,0.04843078516412241
sks,0.010718834796804966,0.10734850979594962,0.0,,0.0393557815309182
ngunjung,0.026184582146480687,0.08621858699630836,0.0,,0.037467723047596345
semarang,0.011096258557255845,0.09252601303043863,0.0,,0.03454075719589816
semester,0.011096258557255845,0.08563225759372278,0.0,,0.03224283871699288
tata,0.0,0.059888858900268,0.0,,0.019962952966756
mahasiswa,0.05954908220447204,0.0,0.0,,0.019849694068157345
sesua,0.011096258557255845,0.026979880843355432,0.0,,0.012692046466870424
nuswantoro,0.023386307342635127,0.01399305539145639,0.0,,0.012459787578030505
pilih,0.01141286007141825,0.00048033383189050754,0.0,,0.0039643979677695855
stud,0.0,0.0008181823635499228,0.0,,0.0002727274545166409
